1,5,6,10,15,16,20,25,35,38,43,45,48,59,64,68,
1,4,6,10,13,18,20,25,34,38,43,45,48,59,64,68,
1,4,7,10,12,19,23,25,34,36,43,44,48,59,63,68,
1,5,7,10,13,18,20,25,35,36,41,44,48,59,64,66,
1,5,7,10,13,16,23,27,35,38,43,46,48,59,64,68,
1,4,7,10,14,18,21,25,34,38,41,46,48,59,64,68,
1,5,6,10,12,19,20,25,35,36,41,44,48,59,63,68,
1,5,7,11,12,19,23,25,33,36,43,44,48,59,63,68,
1,5,6,10,12,18,20,25,35,36,43,44,48,59,63,68,
1,4,7,10,12,18,20,25,33,37,43,45,48,59,63,68,
1,5,6,10,12,16,20,25,34,37,43,44,48,59,63,68,
1,4,7,10,13,19,23,25,33,36,40,45,48,59,63,68,
1,5,6,10,13,18,20,25,34,37,43,44,48,59,63,68,
1,4,6,10,12,19,20,25,34,36,43,44,48,59,63,68,
1,5,7,10,15,19,22,25,34,37,43,44,48,59,63,68,
1,4,7,10,15,18,22,25,34,37,43,44,48,59,63,68,
1,4,7,10,12,19,23,25,34,36,43,45,48,59,63,68,
1,4,7,10,12,18,23,25,34,36,43,44,48,59,63,68,
1,5,6,10,12,18,20,25,33,37,43,44,49,59,63,68,
1,5,7,10,15,18,22,25,35,36,40,44,49,59,63,68,
1,5,6,10,12,18,23,25,35,36,43,45,49,59,63,68,
1,4,7,10,12,19,20,25,34,36,43,44,49,59,63,68,
1,4,6,10,15,19,20,25,35,37,43,45,49,59,63,68,
1,4,7,10,15,19,23,25,35,36,43,44,49,59,64,68,
1,5,6,10,13,16,20,25,34,36,43,44,49,59,64,68,
1,4,7,10,13,19,20,25,34,37,40,44,49,59,63,68,
1,5,7,10,12,18,22,25,34,36,43,45,50,59,63,68,
1,4,6,11,13,18,22,25,35,38,43,45,50,59,64,68,
1,5,7,10,13,17,21,26,35,38,43,46,50,59,64,68,
1,5,8,10,12,18,23,25,34,36,43,45,50,59,64,68,
1,4,7,10,13,19,20,26,35,36,43,45,51,59,63,68,
1,4,6,10,15,19,23,26,35,37,43,44,51,59,63,68,
1,5,9,11,12,18,21,24,33,36,42,45,51,59,64,68,
2,4,7,11,13,16,23,24,35,37,42,46,52,61,64,68,
1,4,7,10,15,18,23,25,34,37,43,44,52,59,63,68,
1,4,7,10,12,18,20,25,33,36,43,44,52,59,63,68,
1,5,8,10,14,17,21,26,35,38,42,46,52,59,63,69,
1,4,6,10,12,18,22,25,35,36,40,44,52,59,64,68,
1,5,7,10,15,16,22,25,33,38,43,44,52,59,64,68,
1,4,6,10,14,19,20,25,34,36,42,44,53,59,63,68,
1,5,7,10,15,18,21,25,34,36,43,44,53,59,63,68,
1,5,7,10,12,16,22,24,33,36,40,44,54,59,64,68,
1,5,8,10,13,19,20,26,34,36,43,44,54,59,64,68,
1,5,7,10,13,0,20,25,35,37,40,44,54,59,64,68,
1,4,6,10,12,19,20,25,34,37,43,45,55,59,63,68,
1,5,6,10,12,18,22,25,33,37,40,44,55,59,63,68,
1,4,7,10,13,19,23,25,34,37,43,44,55,59,63,68,
1,4,6,10,12,18,22,25,33,36,43,45,55,59,64,68,
1,5,7,11,12,18,20,25,33,37,41,44,55,59,63,68,
1,5,7,10,13,19,23,25,34,38,43,44,55,59,64,68,
1,4,7,11,15,18,23,24,34,37,43,45,55,59,64,68,
1,4,6,11,13,19,21,26,35,0,43,45,55,59,64,68,
1,5,7,10,12,16,20,26,34,36,43,44,55,59,63,68,
1,5,7,10,13,16,23,24,33,36,40,44,56,59,64,68,
1,4,6,10,15,18,20,25,34,37,40,44,56,59,63,68,
3,5,7,10,14,17,20,0,35,37,43,46,49,59,64,69,
2,5,7,10,12,19,20,25,35,37,40,45,52,59,63,68,
2,4,6,10,12,18,20,25,35,36,43,44,52,59,63,68,
2,4,6,10,15,18,23,25,34,36,40,45,52,59,63,68,
2,5,6,10,12,18,20,25,35,36,43,45,52,59,63,68,
2,5,7,11,12,16,20,26,35,38,40,44,52,59,63,68,
2,5,8,10,14,18,23,26,35,36,43,44,52,59,64,68,
2,5,7,10,12,18,20,25,35,36,43,44,52,59,64,68,
2,5,6,10,12,19,23,25,35,36,42,44,52,59,63,68,
2,4,6,10,12,19,23,25,34,36,43,44,52,59,63,68,
2,5,7,10,14,16,23,25,34,38,43,45,48,59,63,68,
2,4,7,10,12,16,20,25,34,37,43,45,48,59,63,68,
2,4,7,10,12,18,23,25,34,36,43,44,48,59,63,68,
2,5,6,10,12,18,23,25,35,36,43,44,48,59,63,68,
2,5,6,10,12,19,23,25,34,36,43,44,48,59,63,68,
2,4,7,10,12,18,20,25,35,36,43,45,48,59,63,68,
2,5,7,10,12,18,20,27,33,37,40,44,48,60,63,66,
2,5,6,10,12,18,20,25,34,36,43,44,55,59,63,68,
2,4,7,10,15,16,23,25,34,38,43,45,55,59,64,68,
2,4,6,10,12,19,23,25,34,36,43,45,55,59,63,68,
2,4,6,10,15,19,23,25,35,37,43,45,55,59,63,68,
2,5,6,10,15,18,23,25,33,36,43,44,55,59,63,68,
2,4,6,10,15,18,20,25,33,36,43,44,55,59,63,68,
2,5,6,10,15,18,23,25,34,36,40,45,55,59,63,68,
2,4,6,10,12,19,20,25,35,36,43,44,54,59,63,68,
2,5,7,10,13,17,22,26,0,38,42,44,54,59,63,66,
2,5,7,10,14,18,21,25,34,36,40,44,54,59,63,68,
2,4,6,10,12,19,20,25,34,38,43,45,54,59,63,68,
2,4,7,10,13,16,21,25,33,36,41,44,53,59,63,67,
2,5,6,10,12,18,23,25,33,38,40,45,53,59,64,68,
2,5,7,11,13,16,23,26,33,38,42,46,57,59,64,68,
2,5,6,10,14,16,23,25,33,38,43,44,57,59,63,68,
2,5,7,10,12,16,23,25,33,38,43,45,57,59,64,68,
2,4,7,10,15,16,20,24,33,36,43,45,57,59,64,68,
2,4,7,10,12,18,20,25,35,37,43,45,57,59,64,68,
2,5,6,10,15,19,20,25,34,36,43,45,49,59,63,68,
2,4,6,10,12,19,23,25,34,38,40,45,49,59,63,68,
2,5,6,10,13,17,20,26,35,37,43,45,49,59,64,68,
2,4,6,10,12,18,20,25,34,37,43,45,49,59,64,68,
2,4,6,11,12,16,23,25,32,38,43,45,49,59,63,68,
2,4,8,10,15,18,23,25,34,37,43,45,49,59,63,68,
1,5,7,10,14,17,22,25,35,37,42,44,49,62,65,67,
3,4,7,10,12,18,23,25,34,36,40,45,49,59,63,68,
2,5,7,10,15,19,20,25,34,36,43,44,49,59,63,68,
2,4,6,10,12,19,20,25,34,36,43,44,49,59,63,68,
2,5,6,10,14,18,20,25,34,36,41,44,49,59,63,68,
2,4,7,10,12,19,20,25,33,36,43,45,50,59,63,68,
2,4,6,10,15,19,23,25,35,36,43,45,56,59,63,68,
2,5,6,10,15,16,20,25,33,37,43,45,58,59,63,68,
2,5,7,10,12,16,23,25,35,38,43,45,51,59,64,68,
2,4,6,11,14,17,23,26,35,38,43,44,51,59,64,68,
2,4,6,10,12,18,23,25,33,37,43,44,52,59,63,68,
2,5,7,10,15,16,20,24,33,37,43,45,52,59,63,68,
3,4,6,10,12,18,20,25,35,36,43,44,49,59,63,68,
3,4,6,10,15,16,20,25,33,36,43,45,49,59,63,68,
3,4,7,10,12,19,23,25,34,36,43,45,49,59,63,68,
3,4,6,10,12,18,23,26,34,36,43,44,49,59,64,68,
3,5,7,10,15,18,20,25,34,38,43,45,49,59,64,68,
3,5,6,10,15,18,22,25,35,36,43,44,49,59,63,68,
3,4,7,10,12,19,23,25,34,37,43,45,49,59,64,68,
3,4,6,10,13,19,20,0,34,37,43,45,49,60,64,67,
3,5,7,10,15,18,21,25,34,36,43,44,49,59,64,68,
3,5,7,10,14,18,23,26,34,38,43,45,49,59,64,68,
3,5,6,10,12,18,20,25,33,37,43,44,49,59,63,68,
3,5,6,10,12,17,22,25,35,36,43,44,49,59,64,68,
3,5,6,11,14,18,20,25,35,36,43,44,49,59,63,68,
3,4,8,10,15,19,20,25,34,36,43,44,49,59,63,68,
3,5,7,10,15,18,22,25,33,37,43,45,52,59,63,68,
3,5,7,10,12,19,23,25,33,37,43,45,52,59,64,68,
3,5,7,10,12,16,20,25,34,37,43,45,52,59,64,68,
3,5,7,10,13,16,23,25,34,36,43,44,52,59,64,68,
3,4,7,10,12,19,23,25,34,36,43,45,52,59,63,68,
3,5,6,11,12,18,20,27,35,36,43,45,52,59,64,68,
3,5,7,10,12,19,20,25,34,36,43,45,52,59,63,68,
3,4,7,10,12,19,23,25,34,37,43,45,52,59,63,68,
3,5,6,10,15,18,23,25,34,37,43,44,52,59,64,68,
3,5,7,10,15,19,23,26,33,37,43,45,52,59,64,68,
3,5,7,11,15,18,23,25,33,38,43,45,52,59,63,67,
3,4,7,10,14,18,21,25,33,36,43,44,52,59,63,68,
3,5,6,10,12,17,23,26,34,37,43,44,52,59,64,68,
3,4,7,10,14,16,20,25,34,36,43,45,48,59,64,68,
3,5,7,10,12,18,23,25,34,36,43,45,48,59,63,68,
3,5,7,10,12,16,21,25,33,37,43,44,48,59,63,68,
3,4,6,10,15,16,20,25,35,38,43,45,48,59,64,68,
3,4,7,10,15,18,20,25,34,36,41,44,48,59,63,68,
3,5,8,11,14,16,23,25,34,36,40,46,48,59,63,68,
3,4,7,11,13,16,22,26,34,39,43,45,48,59,64,66,
3,4,6,10,12,19,20,25,34,36,43,45,48,59,63,68,
3,5,7,11,13,18,20,25,33,37,43,45,48,59,63,68,
3,5,6,10,14,17,20,26,35,38,43,44,48,59,64,68,
3,5,7,11,15,16,23,25,35,36,43,45,48,59,64,68,
3,5,6,11,12,17,23,26,34,37,40,44,48,59,63,68,
2,5,7,10,13,19,23,25,34,36,43,45,49,59,63,68,
3,5,7,10,13,17,20,25,33,36,43,45,48,59,64,68,
3,5,7,11,15,19,21,27,33,38,43,46,48,59,63,68,
3,4,6,10,15,19,20,25,34,37,40,44,48,59,63,68,
3,4,6,11,15,16,20,26,34,38,40,45,48,59,63,68,
3,5,6,11,12,18,20,25,33,36,40,45,48,59,64,68,
3,5,6,10,14,16,23,26,35,38,42,46,48,59,63,68,
3,5,7,10,12,16,20,24,33,38,40,45,48,59,64,68,
3,4,7,10,14,16,20,24,34,38,43,46,48,59,64,68,
3,5,6,10,12,18,23,25,33,36,43,45,48,59,64,68,
3,4,6,11,12,18,20,25,35,37,41,44,57,59,63,69,
3,5,7,10,12,18,20,25,34,36,43,45,54,59,63,68,
3,5,6,10,13,19,21,25,34,36,43,44,54,59,64,68,
3,5,7,10,12,18,20,25,34,37,43,44,50,59,63,68,
3,4,6,10,12,19,23,25,33,37,43,44,50,59,64,68,
3,4,6,11,12,16,21,25,33,37,42,45,51,59,63,68,
3,4,6,10,12,18,23,25,34,36,43,44,51,59,64,68,
3,4,7,10,12,19,23,25,35,36,43,44,58,59,64,66,
3,5,6,10,12,18,20,25,35,36,43,45,55,59,63,68,
3,5,6,10,13,17,20,25,35,37,43,46,55,59,64,68,
3,5,6,10,13,19,0,25,34,36,43,45,56,59,64,68,
3,4,7,10,15,18,23,25,35,37,43,45,56,59,63,68,
3,4,6,10,12,19,20,25,33,37,43,44,56,59,64,68,
3,5,6,10,14,17,23,25,35,38,43,44,56,59,64,68,
3,5,8,11,12,16,21,24,33,38,43,45,56,59,64,68,
3,5,7,10,12,18,22,26,35,38,43,44,56,59,64,68,
3,5,7,11,15,16,23,25,33,37,43,44,56,59,64,68,
3,5,7,10,13,19,23,25,33,38,40,44,56,59,64,68,
3,5,6,11,12,17,20,27,32,39,40,45,56,59,63,68,
